respondent_id,age,gender,profession,education_level,years_of_experience,hospital_type,hospital_location,ai_awareness_q1,ai_awareness_q2,ai_awareness_q3,ai_awareness_q4,ai_awareness_score,privacy_q1,privacy_q2,privacy_q3,privacy_q4,privacy_score,human_factor_q1,human_factor_q2,human_factor_q3,human_factor_q4,human_factor_score,infrastructure_q1,infrastructure_q2,infrastructure_q3,infrastructure_q4,infrastructure_q5,infrastructure_score,adoption_q1,adoption_q2,adoption_q3,adoption_q4,adoption_readiness_score,adoption_readiness_category
673,25,Other/Prefer not to say,Nurse,Secondary/HSC,4,Private,Dhaka,4.0,3.0,3.0,3.0,3.25,2.0,2.0,1.0,2.0,1.75,,3.0,4.0,4.0,3.6666666666666665,2.0,4.0,2.0,2.0,2.0,2.4,2.0,3.0,3.0,2.0,2.5,Low
674,35,Female,Nurse,Bachelor's (ongoing),6,Public,Rural,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.5,Low
675,32,Female,Hospital Administrator,Bachelor's (completed),8,NGO/Other,Other Urban,3.0,3.0,3.0,2.0,2.75,2.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,,2.0,3.0,2.5,2.0,1.0,2.0,2.0,1.75,Low
676,52,Male,Hospital Administrator,Bachelor's (ongoing),26,Public,Chattogram,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.75,5.0,4.0,4.0,4.0,4.25,3.0,3.0,2.0,3.0,3.0,2.8,2.0,2.0,1.0,1.0,1.5,Low
677,26,Female,Nurse,Bachelor's (ongoing),3,Not Applicable,Chattogram,4.0,3.0,3.0,5.0,3.75,2.0,1.0,2.0,2.0,1.75,2.0,3.0,3.0,3.0,2.75,4.0,4.0,4.0,4.0,3.0,3.8,4.0,5.0,4.0,5.0,4.5,High
678,32,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Semi-Urban,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.25,5.0,5.0,5.0,4.0,4.75,3.0,2.0,3.0,3.0,3.0,2.8,2.0,2.0,3.0,2.0,2.25,Low
679,50,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Rural,1.0,2.0,1.0,2.0,1.5,5.0,5.0,3.0,5.0,4.5,3.0,3.0,2.0,4.0,3.0,,4.0,3.0,4.0,3.0,3.5,2.0,1.0,1.0,2.0,1.5,Low
680,44,Male,Nurse,Postgraduate/Doctoral,13,NGO/Other,Semi-Urban,4.0,5.0,,4.0,4.333333333333333,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,5.0,High
681,42,Male,Healthcare Student,Bachelor's (completed),0,Not Applicable,Other Urban,3.0,3.0,3.0,4.0,3.25,,2.0,2.0,,2.0,5.0,5.0,5.0,4.0,4.75,3.0,2.0,3.0,2.0,2.0,2.4,2.0,2.0,3.0,1.0,2.0,Low
682,29,Male,Healthcare Student,Secondary/HSC,0,Not Applicable,Chattogram,3.0,2.0,2.0,2.0,2.25,4.0,3.0,3.0,3.0,3.25,3.0,5.0,4.0,3.0,3.75,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Low
683,27,Male,Doctor,Postgraduate/Doctoral,6,Public,Rural,4.0,3.0,4.0,3.0,3.5,4.0,5.0,4.0,4.0,4.25,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.8,3.0,2.0,3.0,2.0,2.5,Low
684,38,Male,Hospital Administrator,Bachelor's (completed),13,Private,Other Urban,3.0,3.0,4.0,3.0,3.25,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.4,3.0,3.0,3.0,3.0,3.0,Medium
685,47,Female,Nurse,Postgraduate/Doctoral,13,Private,Other Urban,3.0,3.0,4.0,3.0,3.25,4.0,5.0,4.0,,4.333333333333333,4.0,3.0,4.0,4.0,3.75,2.0,3.0,4.0,4.0,3.0,3.2,3.0,4.0,2.0,3.0,3.0,Medium
686,35,Male,Healthcare Student,Bachelor's (ongoing),1,Private,Other Urban,3.0,3.0,2.0,1.0,2.25,2.0,1.0,1.0,2.0,1.5,4.0,5.0,5.0,5.0,4.75,4.0,3.0,5.0,5.0,5.0,4.4,3.0,3.0,3.0,4.0,3.25,Medium
687,36,Male,Nurse,Bachelor's (ongoing),13,Not Applicable,Semi-Urban,2.0,3.0,3.0,3.0,2.75,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.6,3.0,1.0,2.0,1.0,1.75,Low
688,30,Female,IT Staff,Bachelor's (completed),9,Public,Semi-Urban,4.0,5.0,4.0,4.0,4.25,4.0,5.0,4.0,5.0,4.5,2.0,1.0,2.0,2.0,1.75,4.0,4.0,1.0,2.0,3.0,2.8,4.0,4.0,4.0,5.0,4.25,High
689,40,Female,Nurse,Postgraduate/Doctoral,14,Public,Other Urban,4.0,3.0,3.0,4.0,3.5,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.6,2.0,3.0,3.0,2.0,2.5,Low
690,28,Male,Hospital Administrator,Bachelor's (completed),6,NGO/Other,Rural,5.0,4.0,5.0,4.0,4.5,5.0,5.0,4.0,4.0,4.5,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,,3.25,4.0,4.0,3.0,3.0,3.5,Medium
691,31,Male,Other,Bachelor's (ongoing),8,Public,Rural,4.0,3.0,3.0,4.0,3.5,2.0,2.0,2.0,1.0,1.75,3.0,4.0,3.0,3.0,3.25,3.0,,3.0,2.0,2.0,2.5,4.0,2.0,4.0,3.0,3.25,Medium
692,33,Female,Nurse,Bachelor's (ongoing),11,Public,Chattogram,4.0,,3.0,3.0,3.3333333333333335,3.0,3.0,3.0,4.0,3.25,4.0,3.0,4.0,4.0,3.75,3.0,4.0,2.0,4.0,4.0,3.4,4.0,5.0,4.0,4.0,4.25,High
693,34,Male,Healthcare Student,Bachelor's (completed),1,Public,Dhaka,4.0,3.0,5.0,4.0,4.0,,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.5,,4.0,5.0,5.0,5.0,4.75,4.0,4.0,4.0,3.0,3.75,Medium
694,29,Male,Other,Bachelor's (completed),5,Private,Other Urban,5.0,2.0,3.0,3.0,3.25,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,3.0,2.0,2.5,4.0,3.0,3.0,4.0,3.5,Medium
695,26,Female,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Semi-Urban,3.0,2.0,4.0,4.0,3.25,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.75,2.0,2.0,1.0,2.0,1.0,1.6,1.0,3.0,2.0,2.0,2.0,Low
696,37,Male,Doctor,Postgraduate/Doctoral,11,Public,Other Urban,,,4.0,5.0,4.5,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.25,3.0,3.0,2.0,4.0,2.0,2.8,5.0,5.0,5.0,4.0,4.75,High
697,30,Female,Healthcare Student,Bachelor's (ongoing),0,NGO/Other,Rural,3.0,3.0,4.0,3.0,3.25,2.0,3.0,3.0,1.0,2.25,,2.0,2.0,3.0,2.3333333333333335,2.0,2.0,4.0,2.0,3.0,2.6,3.0,3.0,1.0,3.0,2.5,Low
698,36,Female,Doctor,Postgraduate/Doctoral,13,Private,Dhaka,5.0,4.0,5.0,5.0,4.75,3.0,2.0,3.0,4.0,3.0,,3.0,2.0,2.0,2.3333333333333335,4.0,4.0,3.0,4.0,4.0,3.8,5.0,4.0,3.0,5.0,4.25,High
699,27,Female,Nurse,Bachelor's (completed),3,Private,Dhaka,4.0,4.0,5.0,,4.333333333333333,4.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.5,4.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.75,Medium
700,34,Male,Healthcare Student,Bachelor's (completed),0,NGO/Other,Rural,4.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.75,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.2,4.0,4.0,4.0,5.0,4.25,High
701,35,Male,IT Staff,Postgraduate/Doctoral,7,Not Applicable,Not Applicable,3.0,4.0,3.0,3.0,3.25,3.0,3.0,3.0,4.0,3.25,2.0,1.0,1.0,2.0,1.5,5.0,4.0,3.0,4.0,3.0,3.8,5.0,5.0,5.0,5.0,5.0,High
702,24,Male,Hospital Administrator,Bachelor's (completed),2,Public,Chattogram,3.0,4.0,3.0,3.0,3.25,4.0,5.0,3.0,3.0,3.75,3.0,2.0,3.0,2.0,2.5,3.0,3.0,4.0,2.0,4.0,3.2,3.0,3.0,4.0,3.0,3.25,Medium
703,31,Male,Nurse,Bachelor's (ongoing),4,Public,Dhaka,3.0,3.0,3.0,4.0,3.25,3.0,3.0,2.0,3.0,2.75,2.0,2.0,3.0,2.0,2.25,3.0,3.0,3.0,1.0,3.0,2.6,3.0,2.0,1.0,3.0,2.25,Low
704,26,Female,Healthcare Student,Bachelor's (ongoing),1,Private,Chattogram,1.0,3.0,2.0,3.0,2.25,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.6,4.0,4.0,4.0,3.0,3.75,Medium
705,24,Male,IT Staff,Bachelor's (ongoing),0,Public,Chattogram,1.0,2.0,2.0,1.0,1.5,1.0,1.0,,2.0,1.3333333333333333,4.0,4.0,5.0,5.0,4.5,4.0,,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,Medium
706,54,Female,Nurse,Bachelor's (ongoing),19,Private,Chattogram,4.0,3.0,2.0,4.0,3.25,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.25,3.0,3.0,3.0,,4.0,3.25,4.0,1.0,3.0,2.0,2.5,Low
707,31,Female,Healthcare Student,Bachelor's (ongoing),0,Public,Dhaka,1.0,2.0,2.0,2.0,1.75,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.666666666666667,3.0,2.0,2.0,,3.0,2.5,2.0,1.0,1.0,2.0,1.5,Low
708,42,Female,Nurse,Bachelor's (completed),20,Public,Dhaka,4.0,4.0,4.0,3.0,3.75,3.0,,4.0,3.0,3.3333333333333335,4.0,2.0,1.0,4.0,2.75,4.0,3.0,4.0,3.0,4.0,3.6,3.0,4.0,3.0,5.0,3.75,Medium
709,29,Male,Doctor,Bachelor's (completed),6,NGO/Other,Other Urban,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.75,3.0,2.0,3.0,2.0,2.5,3.0,3.0,4.0,3.0,3.0,3.2,2.0,2.0,1.0,1.0,1.5,Low
710,38,Male,IT Staff,Bachelor's (completed),9,Public,Other Urban,3.0,4.0,4.0,3.0,3.5,3.0,4.0,2.0,4.0,3.25,1.0,,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.6,5.0,5.0,5.0,5.0,5.0,High
711,40,Other/Prefer not to say,Other,Bachelor's (completed),12,Private,Other Urban,2.0,3.0,4.0,1.0,2.5,3.0,3.0,4.0,,3.3333333333333335,3.0,2.0,3.0,3.0,2.75,2.0,3.0,3.0,2.0,3.0,2.6,3.0,2.0,3.0,4.0,3.0,Medium
712,36,Female,Nurse,Bachelor's (ongoing),17,Private,Dhaka,3.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,3.75,3.0,5.0,3.0,4.0,3.75,4.0,3.0,3.0,4.0,4.0,3.6,2.0,2.0,2.0,2.0,2.0,Low
713,34,Female,Nurse,Bachelor's (completed),10,Public,Dhaka,3.0,4.0,3.0,3.0,3.25,2.0,2.0,1.0,2.0,1.75,4.0,5.0,5.0,4.0,4.5,3.0,3.0,3.0,2.0,3.0,2.8,3.0,5.0,4.0,4.0,4.0,High
714,32,Female,Doctor,Postgraduate/Doctoral,6,Public,Dhaka,2.0,3.0,2.0,2.0,2.25,3.0,3.0,,4.0,3.3333333333333335,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.8,4.0,4.0,3.0,3.0,3.5,Medium
715,31,Female,Healthcare Student,Bachelor's (ongoing),1,Private,Rural,1.0,2.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,1.5,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2,2.0,3.0,3.0,3.0,2.75,Medium
716,47,Male,Nurse,Bachelor's (ongoing),30,Private,Chattogram,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,3.6666666666666665,4.0,4.0,5.0,5.0,4.5,4.0,3.0,4.0,3.0,3.0,3.4,2.0,2.0,4.0,2.0,2.5,Low
717,42,Female,Hospital Administrator,Bachelor's (completed),21,Public,Other Urban,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,,3.6666666666666665,2.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.75,Medium
718,50,Male,Other,Bachelor's (completed),23,Private,Other Urban,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.25,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.6,3.0,3.0,4.0,3.0,3.25,Medium
719,26,Female,Doctor,Postgraduate/Doctoral,8,Public,Rural,3.0,3.0,4.0,3.0,3.25,1.0,,1.0,2.0,1.3333333333333333,2.0,2.0,2.0,3.0,2.25,2.0,3.0,3.0,2.0,3.0,2.6,2.0,4.0,3.0,4.0,3.25,Medium
720,39,Female,Hospital Administrator,Bachelor's (ongoing),11,Public,Dhaka,3.0,1.0,3.0,2.0,2.25,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,4.0,3.0,4.0,3.0,4.0,3.6,2.0,3.0,4.0,3.0,3.0,Medium
721,47,Male,Hospital Administrator,Bachelor's (completed),18,Public,Chattogram,3.0,3.0,4.0,4.0,3.5,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3.5,5.0,3.0,4.0,5.0,5.0,4.4,3.0,3.0,3.0,4.0,3.25,Medium
722,28,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,3.0,4.0,4.0,4.0,3.75,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.5,3.0,3.0,2.0,3.0,3.0,2.8,5.0,5.0,4.0,5.0,4.75,High
723,24,Male,Nurse,Bachelor's (ongoing),2,Public,Dhaka,2.0,2.0,1.0,2.0,1.75,1.0,1.0,2.0,1.0,1.25,3.0,2.0,2.0,3.0,2.5,4.0,3.0,4.0,4.0,4.0,3.8,4.0,3.0,4.0,2.0,3.25,Medium
724,40,Female,Nurse,Bachelor's (completed),12,NGO/Other,Other Urban,2.0,3.0,3.0,3.0,2.75,2.0,2.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,4.5,3.0,,3.0,4.0,3.0,3.25,4.0,3.0,3.0,4.0,3.5,Medium
725,36,Male,Doctor,Bachelor's (completed),9,Public,Chattogram,5.0,4.0,5.0,5.0,4.75,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.75,3.0,4.0,3.0,3.0,3.0,3.2,3.0,4.0,4.0,3.0,3.5,Medium
726,43,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Not Applicable,3.0,3.0,4.0,3.0,3.25,3.0,2.0,4.0,1.0,2.5,3.0,4.0,,4.0,3.6666666666666665,3.0,3.0,3.0,4.0,3.0,3.2,4.0,4.0,4.0,3.0,3.75,Medium
727,26,Male,Healthcare Student,Bachelor's (completed),0,Private,Semi-Urban,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.25,2.0,3.0,3.0,2.0,4.0,2.8,3.0,1.0,1.0,2.0,1.75,Low
728,41,Male,Doctor,Bachelor's (completed),12,Private,Dhaka,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,4.0,3.25,3.0,4.0,4.0,2.0,3.25,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.75,Medium
729,28,Male,Nurse,Bachelor's (completed),4,Private,Semi-Urban,3.0,4.0,,4.0,3.6666666666666665,2.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,,3.0,3.0,3.5,5.0,4.0,4.0,5.0,4.5,High
730,27,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Semi-Urban,2.0,3.0,2.0,3.0,2.5,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,1.0,3.0,2.0,2.0,Low
731,27,Male,Doctor,Bachelor's (completed),2,Private,Other Urban,5.0,2.0,2.0,2.0,2.75,4.0,3.0,4.0,4.0,3.75,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.2,3.0,2.0,2.0,3.0,2.5,Low
732,42,Male,Nurse,Postgraduate/Doctoral,14,Public,Dhaka,4.0,3.0,4.0,4.0,3.75,3.0,4.0,4.0,4.0,3.75,2.0,2.0,1.0,1.0,1.5,4.0,3.0,5.0,4.0,5.0,4.2,3.0,4.0,4.0,5.0,4.0,High
733,38,Male,Hospital Administrator,Bachelor's (completed),12,Private,Dhaka,4.0,5.0,4.0,4.0,4.25,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,,2.3333333333333335,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.25,Medium
734,35,Male,Nurse,Bachelor's (ongoing),13,Public,Other Urban,1.0,2.0,2.0,2.0,1.75,3.0,2.0,3.0,3.0,2.75,2.0,3.0,4.0,4.0,3.25,2.0,2.0,1.0,2.0,1.0,1.6,2.0,2.0,3.0,1.0,2.0,Low
735,31,Male,Nurse,Postgraduate/Doctoral,9,Private,Chattogram,4.0,5.0,5.0,5.0,4.75,3.0,2.0,4.0,2.0,2.75,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.75,Medium
736,44,Female,Nurse,Bachelor's (completed),21,Private,Rural,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.5,4.0,5.0,4.0,5.0,4.5,3.0,2.0,2.0,2.0,2.0,2.2,1.0,1.0,1.0,1.0,1.0,Low
737,32,Male,Doctor,Postgraduate/Doctoral,9,Private,Dhaka,5.0,5.0,3.0,5.0,4.5,,3.0,4.0,3.0,3.3333333333333335,2.0,3.0,3.0,3.0,2.75,4.0,4.0,5.0,4.0,4.0,4.2,5.0,5.0,5.0,5.0,5.0,High
738,42,Male,Hospital Administrator,Bachelor's (ongoing),14,Public,Other Urban,4.0,3.0,3.0,3.0,3.25,3.0,3.0,3.0,2.0,2.75,4.0,5.0,5.0,,4.666666666666667,2.0,4.0,2.0,3.0,2.0,2.6,1.0,2.0,1.0,1.0,1.25,Low
739,33,Male,IT Staff,Bachelor's (ongoing),7,Private,Dhaka,4.0,4.0,3.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5,4.0,5.0,5.0,5.0,5.0,4.8,2.0,2.0,1.0,2.0,1.75,Low
740,32,Male,Hospital Administrator,Bachelor's (completed),9,Private,Other Urban,2.0,3.0,3.0,3.0,2.75,2.0,2.0,2.0,2.0,2.0,3.0,,4.0,3.0,3.3333333333333335,3.0,4.0,5.0,5.0,,4.25,4.0,5.0,4.0,4.0,4.25,High
741,33,Male,Doctor,Bachelor's (completed),7,Private,Dhaka,,4.0,4.0,,4.0,3.0,3.0,2.0,3.0,2.75,,2.0,2.0,3.0,2.3333333333333335,3.0,3.0,3.0,3.0,4.0,3.2,2.0,3.0,2.0,4.0,2.75,Medium
742,30,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Chattogram,3.0,3.0,3.0,2.0,2.75,3.0,2.0,3.0,,2.6666666666666665,2.0,1.0,1.0,1.0,1.25,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.5,Medium
743,40,Female,Doctor,Postgraduate/Doctoral,9,Public,Dhaka,4.0,4.0,5.0,5.0,4.5,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.25,4.0,4.0,4.0,4.0,3.0,3.8,5.0,5.0,4.0,5.0,4.75,High
744,34,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Other Urban,2.0,3.0,2.0,2.0,2.25,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.75,4.0,3.0,5.0,3.0,4.0,3.8,2.0,2.0,1.0,1.0,1.5,Low
745,29,Male,Nurse,Bachelor's (ongoing),4,Private,Dhaka,4.0,3.0,4.0,3.0,3.5,4.0,3.0,2.0,2.0,2.75,3.0,2.0,3.0,,2.6666666666666665,2.0,3.0,1.0,1.0,,1.75,4.0,4.0,2.0,2.0,3.0,Medium
746,45,Male,Healthcare Student,Secondary/HSC,0,Private,Semi-Urban,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.25,4.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,3.8,2.0,1.0,2.0,2.0,1.75,Low
747,32,Male,Doctor,Postgraduate/Doctoral,5,Private,Dhaka,3.0,1.0,3.0,4.0,2.75,3.0,2.0,3.0,2.0,2.5,2.0,,1.0,2.0,1.6666666666666667,1.0,2.0,1.0,2.0,1.0,1.4,2.0,3.0,3.0,4.0,3.0,Medium
748,35,Male,Doctor,Postgraduate/Doctoral,9,Private,Other Urban,3.0,2.0,3.0,3.0,2.75,4.0,4.0,3.0,3.0,3.5,3.0,3.0,3.0,2.0,2.75,3.0,4.0,3.0,3.0,3.0,3.2,3.0,2.0,3.0,2.0,2.5,Low
749,45,Female,Nurse,Postgraduate/Doctoral,27,Private,Other Urban,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.25,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.6,4.0,4.0,3.0,3.0,3.5,Medium
750,37,Female,Doctor,Bachelor's (completed),14,Private,Dhaka,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,,1.3333333333333333,2.0,1.0,1.0,2.0,1.5,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.75,High
751,26,Male,Nurse,Bachelor's (ongoing),2,Private,Dhaka,3.0,3.0,2.0,1.0,2.25,2.0,3.0,2.0,2.0,2.25,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.2,4.0,2.0,2.0,2.0,2.5,Low
752,47,Male,Healthcare Student,Bachelor's (ongoing),1,Private,Dhaka,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,,3.6666666666666665,5.0,4.0,5.0,5.0,4.75,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.25,Low
753,37,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Other Urban,3.0,4.0,3.0,3.0,3.25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.8,4.0,4.0,4.0,3.0,3.75,Medium
754,31,Male,Doctor,Postgraduate/Doctoral,7,Private,Not Applicable,2.0,3.0,2.0,3.0,2.5,2.0,4.0,4.0,3.0,3.25,4.0,2.0,4.0,1.0,2.75,3.0,4.0,4.0,4.0,3.0,3.6,3.0,5.0,4.0,4.0,4.0,High
755,26,Female,Healthcare Student,Bachelor's (completed),0,Not Applicable,Dhaka,2.0,2.0,2.0,3.0,2.25,3.0,,4.0,3.0,3.3333333333333335,5.0,5.0,5.0,3.0,4.5,2.0,3.0,2.0,4.0,,2.75,2.0,1.0,2.0,2.0,1.75,Low
756,41,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Semi-Urban,3.0,3.0,2.0,3.0,2.75,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.5,2.0,3.0,3.0,2.0,2.0,2.4,3.0,4.0,3.0,3.0,3.25,Medium
757,37,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Semi-Urban,3.0,4.0,4.0,4.0,3.75,3.0,,3.0,2.0,2.6666666666666665,,4.0,5.0,4.0,4.333333333333333,2.0,3.0,2.0,2.0,3.0,2.4,4.0,3.0,4.0,3.0,3.5,Medium
758,35,Female,IT Staff,Postgraduate/Doctoral,14,Not Applicable,Semi-Urban,5.0,4.0,4.0,4.0,4.25,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.75,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.25,High
759,45,Male,IT Staff,Bachelor's (ongoing),23,Private,Chattogram,3.0,2.0,4.0,2.0,2.75,1.0,2.0,2.0,1.0,1.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.6,4.0,5.0,5.0,3.0,4.25,High
760,41,Male,Hospital Administrator,Postgraduate/Doctoral,15,Private,Not Applicable,5.0,4.0,4.0,4.0,4.25,3.0,2.0,3.0,2.0,2.5,,1.0,1.0,2.0,1.3333333333333333,3.0,3.0,5.0,2.0,4.0,3.4,5.0,4.0,5.0,4.0,4.5,High
761,27,Female,IT Staff,Bachelor's (completed),1,Private,Chattogram,4.0,5.0,4.0,5.0,4.5,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.5,2.0,4.0,4.0,3.0,3.0,3.2,4.0,5.0,4.0,4.0,4.25,High
762,30,Male,Other,Bachelor's (ongoing),6,Public,Semi-Urban,4.0,3.0,3.0,3.0,3.25,3.0,1.0,4.0,2.0,2.5,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.2,1.0,2.0,2.0,1.0,1.5,Low
763,29,Male,Doctor,Postgraduate/Doctoral,8,Public,Dhaka,3.0,3.0,4.0,4.0,3.5,3.0,2.0,3.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,Medium
764,40,Male,Nurse,Bachelor's (completed),17,Private,Semi-Urban,2.0,3.0,4.0,4.0,3.25,3.0,2.0,3.0,2.0,2.5,4.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,2.6,1.0,1.0,1.0,1.0,1.0,Low
765,23,Female,Doctor,Postgraduate/Doctoral,0,Private,Not Applicable,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.25,3.0,2.0,2.0,,2.3333333333333335,3.0,4.0,4.0,3.0,4.0,3.6,3.0,3.0,3.0,5.0,3.5,Medium
766,36,Male,Other,Bachelor's (ongoing),10,Public,Rural,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.25,4.0,3.0,,3.0,3.3333333333333335,3.0,3.0,3.0,2.0,3.0,2.8,4.0,3.0,3.0,4.0,3.5,Medium
767,40,Male,Nurse,Bachelor's (completed),16,Private,Dhaka,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.5,4.0,3.0,4.0,4.0,3.75,1.0,1.0,2.0,1.0,3.0,1.6,3.0,2.0,1.0,3.0,2.25,Low
